setting,qs,seed,fam,svc_c,best_ood
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,42,999,classical_ext,0.1,0.9284299268659606
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,42,999,classical_ext,1.0,0.960602946214457
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,42,999,classical_ext,10.0,0.9619658310618586
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,42,999,classical_ext,100.0,0.9722358758955568
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,42,999,quantum,1.0,0.9606848682544648
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,0.01,0.803520427748494
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,0.1,0.9271466000131684
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,1.0,0.950950296847417
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,10.0,0.9627937571975717
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,classical_ext,100.0,0.97007673682759
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,123,quantum,1.0,0.9662218821082812
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,0.01,0.803520427748494
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,0.1,0.9325748267924204
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,1.0,0.950950296847417
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,10.0,0.9627937571975717
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,100.0,0.97007673682759
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,quantum,1.0,0.9662218821082812
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,0.01,0.803520427748494
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,0.1,0.9325748267924204
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,1.0,0.950950296847417
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,10.0,0.9627937571975717
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,100.0,0.97007673682759
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,quantum,1.0,0.9662218821082812
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,0.01,0.7962277886729661
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,0.1,0.934688298567778
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,1.0,0.9587270458192192
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,10.0,0.960777322160813
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,100.0,0.969684138586795
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,quantum,1.0,0.962708741902894
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,0.01,0.7962277886729661
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,0.1,0.934688298567778
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,1.0,0.9587270458192192
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,10.0,0.960777322160813
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,100.0,0.969684138586795
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,quantum,1.0,0.962708741902894
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,0.01,0.7962277886729661
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,0.1,0.934688298567778
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,1.0,0.9587270458192192
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,10.0,0.960777322160813
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,100.0,0.969684138586795
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,quantum,1.0,0.962708741902894
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,0.01,0.7751617656480236
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,0.1,0.7848516881286438
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,10.0,0.955186110577231
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,100.0,0.9493721570888588
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,quantum,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,0.01,0.7751617656480236
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,0.1,0.7848516881286438
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,10.0,0.955186110577231
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,100.0,0.9493721570888588
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,quantum,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,0.01,0.7751617656480236
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,0.1,0.7848516881286438
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,10.0,0.955186110577231
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,100.0,0.9493721570888588
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,quantum,1.0,0.9489877634697932
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,0.01,0.7980917008196722
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,0.1,0.827452612704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,1.0,0.9501152663934428
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,10.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,100.0,0.9635950307377048
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,quantum,1.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,0.01,0.7980917008196722
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,0.1,0.827452612704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,1.0,0.9501152663934428
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,10.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,100.0,0.9635950307377048
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,quantum,1.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,0.01,0.7980917008196722
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,0.1,0.827452612704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,1.0,0.9501152663934428
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,10.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,100.0,0.9635950307377048
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,quantum,1.0,0.970030737704918
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,0.01,0.7792874975993854
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,0.1,0.8701267524486269
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,1.0,0.944113693105435
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,10.0,0.9662793675180846
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,100.0,0.9662153511298892
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,quantum,1.0,0.9642468471928812
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,0.01,0.7792874975993854
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,0.1,0.8701267524486269
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,1.0,0.944113693105435
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,10.0,0.9662793675180846
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,100.0,0.9662153511298892
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,quantum,1.0,0.9642468471928812
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,0.01,0.7792874975993854
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,0.1,0.8701267524486269
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,1.0,0.944113693105435
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,10.0,0.9662793675180846
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,100.0,0.9662153511298892
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,quantum,1.0,0.9642468471928812
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,0.01,0.7830590124448014
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,0.1,0.7849458048976314
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,1.0,0.9450020072260136
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,10.0,0.9492171818546769
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,100.0,0.9565234845443598
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,quantum,1.0,0.9577278201525492
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,0.01,0.7830590124448014
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,0.1,0.7849458048976314
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,1.0,0.9450020072260136
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,10.0,0.9492171818546769
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,100.0,0.9565234845443598
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,quantum,1.0,0.9577278201525492
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,0.01,0.7830590124448014
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,0.1,0.7849458048976314
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,1.0,0.9450020072260136
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,10.0,0.9492171818546769
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,100.0,0.9565234845443598
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,quantum,1.0,0.9577278201525492
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,0.01,0.6297470895222802
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,0.1,0.7915295062224006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,1.0,0.9358089120835006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,10.0,0.969530309112806
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,100.0,0.9678843837816138
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,quantum,1.0,0.9501806503412284
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,0.01,0.6297470895222802
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,0.1,0.7915295062224006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,1.0,0.9358089120835006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,10.0,0.969530309112806
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,100.0,0.9678843837816138
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,quantum,1.0,0.9501806503412284
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,0.01,0.6297470895222802
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,0.1,0.7915295062224006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,1.0,0.9358089120835006
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,10.0,0.969530309112806
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,100.0,0.9678843837816138
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,quantum,1.0,0.9501806503412284
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,0.01,0.7996224641908095
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,0.1,0.8946626482597706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,1.0,0.9452978158014128
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,10.0,0.955003564715795
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,100.0,0.964441959945557
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,quantum,1.0,0.9554410525633548
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,0.01,0.7996224641908095
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,0.1,0.8946626482597706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,1.0,0.9452978158014128
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,10.0,0.955003564715795
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,100.0,0.964441959945557
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,quantum,1.0,0.9554410525633548
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,0.01,0.7996224641908095
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,0.1,0.8946626482597706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,1.0,0.9452978158014128
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,10.0,0.955003564715795
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,100.0,0.964441959945557
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,quantum,1.0,0.9554410525633548
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,0.01,0.7874263841001783
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,0.1,0.9147874486153946
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,1.0,0.9551655423021111
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,10.0,0.963950945638422
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,100.0,0.9625079325300424
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,quantum,1.0,0.9674149855092382
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,0.01,0.7874263841001783
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,0.1,0.9147874486153946
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,1.0,0.9551655423021111
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,10.0,0.963950945638422
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,100.0,0.9625079325300424
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,quantum,1.0,0.9674149855092382
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,0.01,0.7874263841001783
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,0.1,0.9147874486153946
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,1.0,0.9551655423021111
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,10.0,0.963950945638422
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,100.0,0.9625079325300424
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,quantum,1.0,0.9674149855092382
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,0.01,0.793030303030303
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,0.1,0.9027272727272728
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,1.0,0.9395959595959597
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,10.0,0.957979797979798
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,100.0,0.9607070707070706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,quantum,1.0,0.9570707070707072
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,0.01,0.793030303030303
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,0.1,0.9027272727272728
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,1.0,0.9395959595959597
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,10.0,0.957979797979798
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,100.0,0.9607070707070706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,quantum,1.0,0.9570707070707072
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,0.01,0.793030303030303
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,0.1,0.9027272727272728
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,1.0,0.9395959595959597
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,10.0,0.957979797979798
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,100.0,0.9607070707070706
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,quantum,1.0,0.9570707070707072
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,0.01,0.7963114951962535
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,0.1,0.918098939474404
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,1.0,0.9492267336133506
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,10.0,0.971813193002784
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,100.0,0.962555721849402
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,quantum,1.0,0.9682606736510082
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,0.01,0.7963114951962535
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,0.1,0.918098939474404
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,1.0,0.9492267336133506
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,10.0,0.971813193002784
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,100.0,0.962555721849402
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,quantum,1.0,0.9682606736510082
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,0.01,0.7963114951962535
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,0.1,0.918098939474404
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,1.0,0.9492267336133506
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,10.0,0.971813193002784
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,100.0,0.962555721849402
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,quantum,1.0,0.9682606736510082
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,0.01,0.7843781567053956
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,0.1,0.8938501845226356
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,1.0,0.9277303112134224
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,10.0,0.9576141243324384
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,100.0,0.9603829699894156
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,quantum,1.0,0.954189287625916
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,0.01,0.7843781567053956
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,0.1,0.8938501845226356
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,1.0,0.9277303112134224
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,10.0,0.9576141243324384
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,100.0,0.9603829699894156
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,quantum,1.0,0.954189287625916
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,0.01,0.7843781567053956
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,0.1,0.8938501845226356
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,1.0,0.9277303112134224
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,10.0,0.9576141243324384
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,100.0,0.9603829699894156
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,quantum,1.0,0.954189287625916
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,0.01,0.7796841144165383
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,0.1,0.9256916888320113
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,1.0,0.9695028809786036
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,10.0,0.971339497095483
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,100.0,0.9762584072419044
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,quantum,1.0,0.9786190628983724
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,0.01,0.7796841144165383
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,0.1,0.9256916888320113
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,1.0,0.9695028809786036
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,10.0,0.971339497095483
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,100.0,0.9767830662135728
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,quantum,1.0,0.9786190628983724
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,0.01,0.7796841144165383
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,0.1,0.9256916888320113
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,1.0,0.9695028809786036
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,10.0,0.971339497095483
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,100.0,0.9767830662135728
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,quantum,1.0,0.9786190628983724
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,0.01,0.7954159010930834
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,0.1,0.9306841892186478
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,1.0,0.961798137709819
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,10.0,0.9601912117342966
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,100.0,0.9664507489645292
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,quantum,1.0,0.963638628507365
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,0.01,0.7954159010930834
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,0.1,0.9311918034318458
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,1.0,0.961798137709819
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,10.0,0.9601912117342966
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,100.0,0.9664507489645292
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,quantum,1.0,0.963638628507365
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,0.01,0.7954159010930834
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,0.1,0.9316994176450436
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,1.0,0.961798137709819
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,10.0,0.9601912117342966
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,100.0,0.9664507489645292
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,quantum,1.0,0.963638628507365
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,123,classical_ext,0.01,0.7846277066460553
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,123,classical_ext,0.1,0.9178176563497664
